"host_total_listings_count","host_has_profile_pic","host_identity_verified","accommodates","bedrooms","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_days_since_joining","host_response_time_category","host_response_rate_percentage","host_acceptance_rate_percentage","host_is_superhost_filled","neighbourhood_grouped","dist_to_dt","property_type_grouped","entire_home_apt","bathrooms_numeric","security","essentials","kitchen_amenities","entertainment","bedroom_amenities","work","parking","toiletries","climate_control","convenience_features","price_numeric"
138,TRUE,TRUE,6,2,3,1,365,1,2,2,365,1.6,163.4,TRUE,5,22,42,304,59,31,3,4.88,4.9,4.97,4.81,4.92,4.88,4.63,TRUE,113,113,0,0,2.28,1984,"within an hour",1,0.98,TRUE,"Asheville",0.437288541905865,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,160
4,TRUE,TRUE,3,1,1,2,1125,14,14,1125,1125,14,1125,TRUE,0,18,44,284,31,8,1,4.9,4.97,4.97,4.97,4.9,4.9,4.97,FALSE,4,4,0,0,1.22,2836,"within an hour",1,0.98,TRUE,"Others",9.27297398658159,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91
4,TRUE,FALSE,2,1,1,2,1125,2,5,1125,1125,3.1,1125,TRUE,15,45,75,350,46,17,1,5,4.98,5,4.96,4.98,4.96,4.93,FALSE,2,2,0,0,1.97,780,"within an hour",1,1,TRUE,"Asheville",4.15332998998252,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126
4,TRUE,FALSE,2,1,0,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,230,33,10,0,4.79,4.91,5,4.97,4.7,4.79,4.64,FALSE,4,4,0,0,1.36,1935,"within an hour",1,0.99,TRUE,"Others",3.85108433433681,"Non-Traditional",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,63
1,TRUE,TRUE,2,1,1,2,7,2,2,1125,1125,2,1125,TRUE,21,43,58,58,71,28,2,4.85,4.85,4.97,4.97,4.97,4.83,4.9,FALSE,1,1,0,0,2.84,780,"within an hour",1,0.94,FALSE,"Others",8.64456578781036,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70
9,TRUE,TRUE,11,7,7,2,30,2,2,30,30,2,30,TRUE,4,15,26,276,4,3,0,4.25,4.25,4.5,5,5,5,4.25,FALSE,9,0,9,0,0.31,3619,"within an hour",1,0.99,FALSE,"Asheville",0.473114799775596,"Private Room",FALSE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,575
3,TRUE,FALSE,2,2,2,30,90,30,30,90,90,30,90,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,5,FALSE,2,2,0,0,0.09,2511,"N/A",NA,NA,FALSE,"Others",1.70115416079666,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,70
4,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,5,14,14,14,74,25,3,4.93,4.86,4.95,4.96,4.96,4.84,4.86,FALSE,1,0,1,0,2.88,3799,"within an hour",1,1,TRUE,"Asheville",1.71426014896847,"Private Room",FALSE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89
1165,TRUE,FALSE,14,5,7,3,1125,3,3,1125,1125,3,1125,TRUE,17,35,53,296,23,7,0,5,5,5,5,5,4.83,4.96,TRUE,18,18,0,0,0.98,2097,"within an hour",0.98,0.99,FALSE,"Candler",8.25839140451901,"Entire Place",TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,539
2,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,2,30,60,150,46,8,0,4.98,4.93,5,4.96,4.96,4.98,4.83,TRUE,1,1,0,0,1.86,1558,"N/A",NA,1,TRUE,"Asheville",1.97589423919471,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225
4,TRUE,TRUE,10,5,5,2,1125,2,2,1125,1125,2,1125,TRUE,6,15,36,270,49,30,3,4.98,4.98,4.98,4.98,4.98,4.9,4.98,TRUE,1,1,0,0,1.98,1624,"within an hour",1,1,TRUE,"Asheville",4.76000672865814,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,362
2,TRUE,TRUE,2,1,2,1,7,1,2,1125,1125,1.3,1125,TRUE,7,33,61,144,169,81,10,4.94,4.92,4.96,4.98,4.98,4.87,4.93,TRUE,1,1,0,0,6.82,773,"within an hour",1,0.98,TRUE,"Arden",8.87964891094558,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67
4,TRUE,TRUE,2,NA,1,2,1125,2,2,1125,1125,2,1125,TRUE,16,41,63,228,106,44,1,5,4.99,4.95,4.98,4.98,4.99,4.84,TRUE,4,4,0,0,4.37,3080,"within an hour",1,1,TRUE,"Asheville",0.156205153921891,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,229
2,TRUE,TRUE,2,1,0,3,1125,3,3,1125,1125,3,1125,TRUE,1,27,57,57,17,15,4,4.94,4.94,4.82,4.94,4.82,4.82,4.76,FALSE,2,2,0,0,0.68,3694,"within an hour",1,0.97,TRUE,"Others",0.885790274943077,"Non-Traditional",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,65
3,TRUE,TRUE,2,1,3,29,1125,29,29,1125,1125,29,1125,TRUE,6,6,22,238,9,3,1,5,5,5,5,4.89,4.78,4.89,FALSE,3,1,2,0,0.4,2910,"within an hour",1,0.97,FALSE,"Asheville",0.648303341807827,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80
138,TRUE,TRUE,10,2,6,1,365,1,2,2,365,1.6,148.5,TRUE,14,32,55,319,42,16,0,4.9,4.93,4.93,4.98,4.98,4.9,4.62,TRUE,113,113,0,0,1.65,1984,"within an hour",1,0.98,TRUE,"Asheville",2.40725128519429,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295
1,TRUE,FALSE,4,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,29,59,89,89,69,18,4,4.84,4.81,4.94,4.99,4.94,4.51,4.72,TRUE,1,1,0,0,2.76,783,"within an hour",0.9,0.98,TRUE,"Others",2.45842755025096,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,177
17,TRUE,TRUE,4,1,1,1,13,1,3,1,13,1.2,12.4,TRUE,8,30,60,148,181,94,6,4.96,4.95,4.96,4.93,4.97,4.98,4.83,TRUE,9,9,0,0,7.38,3707,"within an hour",1,0.99,TRUE,"Asheville",0.162065476738941,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,154
3,TRUE,TRUE,8,3,4,2,1125,2,4,1125,1125,3.7,1125,TRUE,4,34,64,262,58,19,1,4.95,4.91,4.93,4.98,5,4.84,4.9,FALSE,1,1,0,0,2.32,2981,"within an hour",1,0.99,TRUE,"Others",5.6483156004697,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225
136,TRUE,TRUE,8,3,4,2,5,2,2,5,5,2,5,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,5,TRUE,3,3,0,0,0.05,3954,"within an hour",1,0.99,TRUE,"Arden",7.66102049984698,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,616
7,TRUE,FALSE,4,2,1,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,229,2,1,0,5,5,5,5,5,5,5,FALSE,5,5,0,0,0.1,2642,"within an hour",1,0.6,TRUE,"Others",6.3320317121574,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125
2,TRUE,FALSE,4,1,1,2,21,2,2,21,21,2,21,TRUE,8,22,52,142,86,26,3,4.94,4.92,4.97,5,4.98,4.95,4.92,TRUE,1,1,0,0,3.59,2250,"within an hour",1,1,TRUE,"Asheville",1.48914364604859,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,158
4,TRUE,TRUE,3,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,5,22,48,323,73,41,1,4.84,4.82,4.89,4.85,4.9,4.64,4.81,FALSE,4,4,0,0,2.94,2836,"within an hour",1,0.98,TRUE,"Others",9.28545874523929,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115
3,TRUE,TRUE,6,2,3,1,14,1,1,1125,1125,1,1125,TRUE,0,0,0,0,63,22,0,4.87,4.95,4.87,4.98,4.98,4.92,4.87,TRUE,3,3,0,0,2.54,2628,"within an hour",1,1,TRUE,"Asheville",5.07093205261194,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91
136,TRUE,TRUE,3,1,1,2,5,2,2,1125,1125,2,1125,TRUE,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,3,3,0,0,NA,3954,"within an hour",1,0.99,TRUE,"Arden",7.67233139521564,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,345
1,TRUE,TRUE,4,2,2,2,28,1,3,28,1125,1.8,857,TRUE,15,36,63,147,111,42,5,4.99,4.99,5,4.98,4.99,4.9,4.95,FALSE,1,1,0,0,4.48,2459,"within an hour",1,0.99,TRUE,"Arden",8.87474358444564,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,141
1,TRUE,TRUE,3,1,1,5,365,5,5,365,365,5,365,TRUE,14,44,74,180,13,10,1,5,4.92,5,5,5,5,4.92,FALSE,1,1,0,0,0.57,1036,"within an hour",1,1,TRUE,"Asheville",1.82561260047718,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,75
1,TRUE,TRUE,5,3,6,2,7,2,2,7,7,2,7,TRUE,18,41,58,138,14,5,0,5,5,4.93,5,5,4.79,4.93,FALSE,1,1,0,0,0.59,2925,"within a few hours",1,1,FALSE,"Arden",8.84772464179604,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200
3,TRUE,TRUE,2,NA,1,28,90,28,28,90,90,28,90,TRUE,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,FALSE,2,0,2,0,NA,3931,"N/A",NA,1,FALSE,"Asheville",1.1112679649702,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41
3,TRUE,TRUE,6,3,4,2,1125,2,2,1125,1125,2,1125,TRUE,23,43,70,108,26,5,2,4.96,5,4.96,5,4.96,5,4.81,FALSE,1,1,0,0,1.04,2942,"within an hour",1,1,FALSE,"Asheville",5.17262859083626,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225
3,TRUE,FALSE,6,3,4,2,1125,2,3,1125,1125,2.1,1125,TRUE,13,43,73,133,47,14,2,4.87,5,4.98,5,5,4.94,4.85,FALSE,1,1,0,0,1.88,2600,"within an hour",1,0.96,TRUE,"Asheville",4.51990783155523,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,215
1,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,90,10,4,1,4.8,5,4.6,5,4.7,5,4.8,TRUE,1,1,0,0,0.4,2577,"within an hour",1,1,FALSE,"Others",9.14612482117936,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,130
3,TRUE,TRUE,5,2,3,30,1125,30,30,1125,1125,30,1125,TRUE,11,24,24,95,8,2,0,5,4.88,5,5,5,4.63,4.88,FALSE,1,1,0,0,0.33,2642,"within an hour",1,1,TRUE,"Asheville",2.58585550002281,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,125
2,TRUE,FALSE,4,2,1,2,10,2,2,1125,1125,2,1125,TRUE,6,36,59,59,68,33,2,4.94,4.94,4.94,4.97,4.93,4.87,4.93,TRUE,1,1,0,0,2.91,765,"within an hour",1,0.96,TRUE,"Others",2.53444331752029,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,103
2,TRUE,TRUE,4,1,2,25,1125,25,25,1125,1125,25,1125,TRUE,0,0,27,260,9,7,0,5,5,5,4.89,4.89,5,4.89,TRUE,1,1,0,0,0.5,4025,"N/A",NA,1,TRUE,"Others",3.30232556377999,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,80
1,TRUE,TRUE,4,2,2,3,30,3,3,30,30,3,30,TRUE,0,0,0,1,10,7,0,4.9,4.9,5,5,5,4.7,4.8,FALSE,1,1,0,0,0.44,763,"N/A",NA,NA,FALSE,"Asheville",4.82141162837807,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,142
1,TRUE,TRUE,2,1,1,2,35,2,2,1125,1125,2,1125,TRUE,20,50,80,170,31,17,2,5,4.87,5,5,5,4.9,4.87,FALSE,1,1,0,0,1.58,2550,"within an hour",1,1,TRUE,"Asheville",2.72830451775172,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200
1,TRUE,FALSE,2,NA,1,1,15,1,1,15,15,1,15,TRUE,0,0,0,0,52,2,0,4.5,4.5,4.58,4.54,4.58,4.52,4.56,TRUE,1,1,0,0,2.08,768,"N/A",NA,1,FALSE,"Others",8.62073787372774,"Non-Traditional",TRUE,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,68
46,TRUE,TRUE,6,3,3,2,365,2,3,3,365,3,58.3,TRUE,12,38,66,339,63,29,0,4.87,4.94,4.92,4.97,4.97,4.79,4.78,TRUE,8,8,0,0,2.5,1335,"within an hour",1,1,TRUE,"Others",2.99551421831337,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149
4,TRUE,FALSE,2,1,1,3,1125,3,5,1125,1125,3.5,1125,TRUE,24,54,84,359,22,11,1,5,5,4.95,5,5,4.91,4.91,FALSE,2,2,0,0,0.93,780,"within an hour",1,1,TRUE,"Asheville",4.05878878618272,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,155
1,TRUE,TRUE,2,1,1,1,45,1,1,1125,1125,1,1125,TRUE,12,27,27,27,255,140,15,4.93,4.95,4.91,5,4.99,4.93,4.91,TRUE,1,1,0,0,10.17,3198,"within an hour",1,1,TRUE,"Asheville",2.66761496834273,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,62
6,TRUE,TRUE,4,2,2,1,90,1,1,1125,1125,1,1125,TRUE,14,44,74,254,166,87,8,4.77,4.84,4.73,4.91,4.92,4.73,4.86,TRUE,5,2,3,0,7.23,3982,"within an hour",1,1,TRUE,"Woodfin",4.12567336892828,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95
7,TRUE,TRUE,2,NA,1,2,7,1,2,1125,1125,1.6,1125,TRUE,0,0,0,0,62,27,0,4.97,4.98,4.94,4.94,4.98,4.94,4.87,FALSE,1,1,0,0,2.48,3014,"within an hour",0.67,0.93,TRUE,"Others",3.53720593838097,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,67
14,TRUE,TRUE,4,2,2,28,1125,28,28,1125,1125,28,1125,TRUE,1,1,1,23,7,4,0,4.86,4.86,4.86,5,5,4.71,4.86,FALSE,5,5,0,0,0.37,1787,"within an hour",1,0.99,TRUE,"Asheville",2.3446841953879,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85
1,TRUE,TRUE,4,2,3,2,29,2,2,29,29,2,29,TRUE,9,34,53,53,43,19,2,4.91,4.91,4.88,4.98,4.98,4.98,4.77,FALSE,1,1,0,0,1.77,756,"within an hour",1,0.96,TRUE,"Asheville",2.59203001766008,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,164
5,TRUE,TRUE,2,1,1,3,1125,3,3,1125,1125,3,1125,TRUE,7,18,45,45,86,48,3,4.93,4.97,4.98,4.95,4.97,4.9,4.91,FALSE,1,1,0,0,3.99,4144,"within an hour",1,0.99,TRUE,"Asheville",0.958244632780068,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,129
138,TRUE,TRUE,6,3,4,1,365,1,2,2,365,1.7,129.7,TRUE,20,42,72,347,25,12,0,4.84,4.96,5,4.8,4.76,4.88,4.6,TRUE,113,113,0,0,1.05,1984,"within an hour",1,0.98,TRUE,"Asheville",0.719264927636066,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295
2,TRUE,TRUE,4,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,29,59,89,149,29,7,0,4.97,4.93,5,4.93,4.93,4.86,4.9,TRUE,2,2,0,0,1.16,754,"within an hour",1,1,TRUE,"Asheville",4.91205355633913,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,123
1,TRUE,TRUE,7,3,4,2,1125,1,2,1125,1125,1.7,1125,TRUE,14,29,57,285,58,25,3,5,5,5,5,4.98,4.86,4.97,TRUE,1,1,0,0,2.34,1213,"within an hour",1,1,TRUE,"Asheville",4.35847706908721,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,202
24,TRUE,TRUE,8,3,3,1,365,1,1,1125,1125,1,1125,TRUE,22,49,79,344,120,55,7,4.93,4.97,4.95,4.98,4.98,4.77,4.78,TRUE,15,15,0,0,4.97,1588,"within an hour",1,1,TRUE,"Asheville",4.31139122559395,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160
2,TRUE,TRUE,4,2,2,30,120,30,30,1125,1125,30,1125,TRUE,30,60,90,180,4,1,0,5,5,5,5,5,5,4.75,FALSE,2,2,0,0,0.17,3228,"within an hour",1,1,TRUE,"Asheville",3.95513782442443,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200
1,TRUE,TRUE,4,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,11,35,62,337,76,36,5,4.97,4.99,4.96,5,5,4.89,4.87,TRUE,1,1,0,0,3.19,749,"within an hour",1,0.98,TRUE,"Arden",8.85381671872205,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,142
1,TRUE,TRUE,4,2,2,2,30,1,2,30,30,1.7,30,TRUE,17,47,72,112,39,14,1,4.97,4.97,5,4.97,5,4.97,4.97,FALSE,1,1,0,0,1.65,2533,"within an hour",1,1,TRUE,"Asheville",2.78939951695311,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149
2,TRUE,TRUE,4,2,2,2,1125,2,2,1125,1125,2,1125,TRUE,14,20,38,212,73,41,2,4.97,4.96,4.99,5,4.99,4.86,4.92,FALSE,2,2,0,0,3.1,3715,"within an hour",1,0.99,TRUE,"Woodfin",2.53562952865808,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,233
1,TRUE,FALSE,5,2,4,3,7,3,3,7,7,3,7,TRUE,0,0,0,0,8,4,0,4.75,4.75,4.88,4.88,4.88,4.88,4.75,FALSE,1,1,0,0,0.34,1479,"N/A",NA,0.86,FALSE,"Asheville",2.20989570630607,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,225
3,TRUE,FALSE,2,1,1,2,30,2,3,1125,1125,2.1,1125,TRUE,28,58,88,363,54,20,2,5,5,5,4.98,5,4.96,4.96,TRUE,1,1,0,0,2.27,1235,"within an hour",1,1,TRUE,"Asheville",3.24027461774104,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98
1,TRUE,FALSE,4,2,0,1,365,1,4,365,365,1,365,TRUE,16,46,64,306,146,60,5,4.93,4.95,4.95,4.98,4.99,4.92,4.9,TRUE,1,1,0,0,5.95,747,"within an hour",1,1,TRUE,"Others",2.93660616688483,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,158
3,TRUE,TRUE,2,1,1,1,30,1,1,1125,1125,1,1125,TRUE,9,20,35,187,182,74,4,4.92,4.96,4.88,4.97,4.95,4.96,4.85,TRUE,1,1,0,0,7.42,3671,"within an hour",1,1,TRUE,"Asheville",0.403544121819974,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150
2,TRUE,TRUE,2,1,2,30,120,30,30,120,120,30,120,TRUE,16,29,29,228,14,8,0,4.93,4.93,5,4.93,4.93,4.93,5,FALSE,1,1,0,0,0.61,2617,"within an hour",1,0.98,TRUE,"Asheville",1.93114396781584,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,70
8,TRUE,TRUE,7,3,4,1,1125,1,1,1125,1125,1,1125,TRUE,23,50,80,350,165,77,5,4.74,4.77,4.9,4.88,4.81,4.42,4.7,TRUE,8,8,0,0,6.72,1911,"within an hour",1,1,FALSE,"Asheville",3.60816668229287,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172
163,TRUE,TRUE,10,4,5,1,365,2,4,26,29,2.7,28.2,TRUE,23,39,66,337,21,16,0,4.71,4.86,4.76,4.76,4.52,4.81,4.48,TRUE,34,34,0,0,1.06,2196,"within an hour",1,1,FALSE,"Others",1.48333421085448,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,131
138,TRUE,TRUE,6,3,3,1,365,1,2,2,365,1.7,129.1,TRUE,18,43,73,348,17,5,0,4.76,4.88,4.82,4.94,4.82,4.76,4.53,TRUE,113,113,0,0,0.73,1984,"within an hour",1,0.98,TRUE,"Asheville",0.794422969036547,"Entire Place",TRUE,3.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,187
33,TRUE,TRUE,4,2,2,2,45,1,4,1125,1125,3.2,1125,TRUE,8,8,8,145,79,37,4,4.9,4.95,4.87,4.94,4.92,4.68,4.81,TRUE,9,9,0,0,3.24,1634,"within an hour",0.98,0.99,TRUE,"Asheville",4.27850170347732,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,114
2,TRUE,TRUE,4,2,2,2,7,2,2,1125,1125,2,1125,TRUE,21,33,37,63,33,11,1,5,4.94,5,5,5,4.97,4.94,FALSE,1,1,0,0,1.36,3549,"within an hour",1,1,TRUE,"Asheville",4.22760552895855,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,325
302,TRUE,TRUE,6,3,3,1,365,2,4,1125,1125,2.2,1125,TRUE,16,39,62,335,32,13,0,4.66,4.72,4.75,4.88,4.88,4.34,4.5,TRUE,51,51,0,0,1.33,2461,"within an hour",0.99,0.98,TRUE,"Others",7.21223625309098,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,230
1,TRUE,TRUE,10,4,8,3,1125,3,7,1125,1125,3.8,1125,TRUE,0,0,13,137,27,18,3,5,5,5,5,5,4.96,4.93,FALSE,1,1,0,0,1.34,742,"within an hour",1,1,TRUE,"Asheville",6.72553830230381,"Entire Place",TRUE,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,461
4,TRUE,FALSE,4,2,2,3,365,3,3,365,365,3,365,TRUE,26,56,86,351,40,13,1,4.83,4.88,4.8,4.85,4.85,4.88,4.83,TRUE,2,2,0,0,1.66,1396,"within an hour",1,1,TRUE,"Others",10.9003688392007,"Entire Place",TRUE,1.5,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,95
2,TRUE,TRUE,4,2,2,30,200,30,30,200,200,30,200,TRUE,0,13,13,249,9,6,1,5,5,4.67,5,5,5,4.78,FALSE,2,2,0,0,0.42,3104,"within an hour",1,1,TRUE,"Asheville",0.867769352410467,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,120
