"host_total_listings_count","host_has_profile_pic","host_identity_verified","accommodates","bedrooms","beds","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_days_since_joining","host_response_time_category","host_response_rate_percentage","host_acceptance_rate_percentage","host_is_superhost_filled","neighbourhood_grouped","dist_to_dt","property_type_grouped","entire_home_apt","bathrooms_numeric","security","essentials","kitchen_amenities","entertainment","bedroom_amenities","work","parking","toiletries","climate_control","convenience_features","price_numeric"
1,TRUE,TRUE,5,2,3,2,30,2,2,30,30,2,30,TRUE,17,43,64,154,141,53,4,4.94,4.96,4.99,4.95,4.99,4.88,4.79,FALSE,1,1,0,0,5.15,1850,"within an hour",1,0.98,TRUE,"Asheville",1.26389240923664,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,180
3,TRUE,FALSE,2,1,1,30,1125,30,30,1125,1125,30,1125,TRUE,14,39,69,159,1,0,0,5,5,5,5,5,5,5,FALSE,3,2,1,0,0.05,4265,"within an hour",1,0.8,FALSE,"Others",2.65417442645795,"Entire Place",TRUE,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,75
138,TRUE,TRUE,6,2,3,1,365,1,2,2,365,1.7,123,TRUE,21,51,81,352,70,21,0,4.87,4.91,4.97,4.83,4.89,4.9,4.73,TRUE,113,113,0,0,2.61,1984,"within an hour",1,0.98,TRUE,"Asheville",0.427165904715046,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,249
1,TRUE,TRUE,4,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,10,18,42,125,141,56,4,4.97,4.97,4.98,5,4.99,4.92,4.89,FALSE,1,1,0,0,5.44,3118,"within an hour",1,0.99,TRUE,"Asheville",3.78062183809129,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,240
2,TRUE,TRUE,4,2,2,2,730,1,2,1125,1125,1.4,1125,TRUE,6,15,33,123,115,44,3,4.97,4.97,4.92,5,4.99,4.73,4.82,FALSE,2,2,0,0,4.26,3647,"within an hour",1,1,TRUE,"Asheville",3.96177511442812,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,126
1,TRUE,TRUE,2,1,1,1,20,1,2,1125,1125,1.3,1125,TRUE,6,30,60,60,147,60,8,4.93,4.97,4.97,4.97,4.98,4.9,4.89,TRUE,1,1,0,0,5.38,1355,"within an hour",1,0.99,TRUE,"Asheville",2.6305737650316,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82
302,TRUE,TRUE,14,5,9,1,365,2,4,1125,1125,2.9,1125,TRUE,24,46,73,335,21,15,0,4.95,4.86,4.9,4.9,4.95,4.9,4.86,TRUE,51,51,0,0,0.86,2461,"within an hour",0.99,0.98,TRUE,"Others",2.66074103432763,"Entire Place",TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,763
302,TRUE,TRUE,6,3,4,1,365,2,4,1125,1125,2.9,1125,TRUE,14,21,32,303,19,6,0,4.84,4.95,4.89,4.95,4.89,4.84,4.53,TRUE,51,51,0,0,0.74,2461,"within an hour",0.99,0.98,TRUE,"Others",2.06671951858441,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,285
302,TRUE,TRUE,16,5,12,1,365,2,4,1125,1125,2.9,1125,TRUE,23,39,69,326,20,11,0,5,5,5,5,4.95,5,4.8,TRUE,51,51,0,0,0.8,2461,"within an hour",0.99,0.98,TRUE,"Others",2.93446626745643,"Entire Place",TRUE,5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,842
2,TRUE,TRUE,4,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,22,0,0,5,4.95,4.91,5,5,4.91,5,TRUE,2,2,0,0,0.83,2924,"N/A",NA,NA,FALSE,"Others",4.94484585351784,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,85
9,TRUE,TRUE,2,1,1,3,29,1,3,29,29,3,29,TRUE,30,60,90,365,265,87,7,4.85,4.86,4.84,4.92,4.91,4.88,4.82,TRUE,9,9,0,0,9.68,1643,"within an hour",1,1,TRUE,"Others",4.87910480339366,"Non-Traditional",TRUE,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,76
1,TRUE,TRUE,3,NA,2,1,6,2,2,1125,1125,2,1125,TRUE,18,32,60,332,119,40,3,4.94,4.97,4.97,4.98,4.99,4.89,4.91,TRUE,1,1,0,0,4.36,2076,"within an hour",1,1,TRUE,"Asheville",1.4296031614472,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,117
2,TRUE,TRUE,6,2,3,1,30,1,2,1125,1125,1.3,1125,TRUE,0,6,18,100,92,52,4,4.86,4.9,4.86,4.95,4.99,4.76,4.73,FALSE,1,1,0,0,4.08,824,"within an hour",1,0.99,TRUE,"Asheville",4.14311183830986,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,152
4,TRUE,TRUE,4,2,2,3,29,1,3,29,29,3,29,TRUE,24,54,84,359,192,79,5,4.66,4.7,4.79,4.76,4.76,4.58,4.61,TRUE,4,4,0,0,7.05,830,"within an hour",1,1,TRUE,"Others",2.20596497948975,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73
1165,TRUE,FALSE,10,5,6,3,1125,3,3,1125,1125,3,1125,TRUE,23,50,77,330,56,29,2,4.93,4.91,4.93,4.95,5,4.73,4.79,TRUE,18,18,0,0,2.05,2097,"within an hour",0.98,0.99,FALSE,"Asheville",4.70303343910471,"Entire Place",TRUE,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,352
1,TRUE,FALSE,4,1,1,1,14,1,2,1125,1125,1.3,1125,TRUE,0,10,37,212,53,18,2,4.79,4.92,4.96,5,4.98,4.91,4.85,FALSE,1,1,0,0,2.11,2902,"within an hour",1,0.95,FALSE,"Others",9.54994201655647,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88
3,TRUE,TRUE,4,2,2,2,180,1,2,180,180,1.4,180,TRUE,19,49,79,169,50,11,1,4.88,4.92,4.84,5,4.94,4.82,4.78,FALSE,2,2,0,0,1.93,2211,"within an hour",1,1,FALSE,"Candler",7.03385598268649,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,102
8,TRUE,TRUE,5,2,3,3,29,1,3,29,29,3,29,TRUE,30,60,90,365,145,53,5,4.72,4.7,4.78,4.83,4.86,4.63,4.61,TRUE,5,5,0,0,5.36,825,"within an hour",0.97,0.99,FALSE,"Others",2.13413360133786,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,81
1,TRUE,FALSE,1,NA,1,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,75,61,4,0,4.89,4.9,4.82,4.97,4.98,4.95,4.9,TRUE,1,0,1,0,2.28,2064,"within an hour",1,1,FALSE,"Asheville",4.55570544284252,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,92
8,TRUE,TRUE,8,4,4,3,29,3,3,29,29,3,29,TRUE,30,60,90,365,71,14,0,4.82,4.86,4.9,4.89,4.9,4.89,4.8,TRUE,5,5,0,0,2.66,825,"within an hour",0.97,0.99,FALSE,"Others",4.09713486319291,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,799
3,TRUE,TRUE,6,2,2,1,28,1,1,1125,1125,1,1125,TRUE,9,27,48,155,98,31,3,4.99,4.99,4.98,5,4.98,4.94,4.96,FALSE,3,3,0,0,3.78,2522,"within an hour",1,1,TRUE,"Asheville",3.26010427260288,"Entire Place",TRUE,1.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,175
1,TRUE,TRUE,2,1,1,2,7,2,2,7,7,2,7,TRUE,16,46,75,75,79,25,3,4.99,5,5,5,4.99,4.96,4.99,FALSE,1,1,0,0,2.94,2928,"within an hour",1,0.95,TRUE,"Others",2.98265757075677,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83
4,TRUE,TRUE,2,1,1,3,1125,3,3,1125,1125,3,1125,TRUE,15,45,75,342,33,10,1,4.79,4.79,4.76,4.88,4.88,4.85,4.88,FALSE,1,1,0,0,1.23,3686,"within an hour",1,0.89,TRUE,"Others",1.08238470988184,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149
11,TRUE,FALSE,8,4,4,31,365,1,31,1125,1125,13.8,1125,TRUE,0,0,0,168,31,1,0,4.84,4.87,4.97,5,5,4.74,4.9,TRUE,1,1,0,0,1.14,2372,"within an hour",1,1,FALSE,"Asheville",3.33190446856932,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,210
1,TRUE,FALSE,7,3,3,1,365,1,1,365,365,1,365,TRUE,0,8,23,23,6,3,0,4.67,4.67,4.83,5,5,4.83,5,FALSE,1,1,0,0,0.39,1887,"within a day",1,0.5,FALSE,"Others",6.18872350376122,"Entire Place",TRUE,3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,140
1,TRUE,TRUE,3,NA,2,1,9,1,1,1125,1125,1,1125,TRUE,14,44,73,73,104,26,2,4.88,4.88,4.8,4.93,4.91,4.95,4.91,TRUE,1,0,1,0,3.84,1999,"within an hour",1,0.98,FALSE,"Asheville",3.08618018661719,"Private Room",FALSE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74
6,TRUE,TRUE,5,3,3,28,1125,28,28,1125,1125,28,1125,TRUE,0,1,16,261,9,2,0,4.89,5,5,5,4.89,4.89,4.89,TRUE,2,2,0,0,0.36,1870,"within an hour",1,1,TRUE,"Asheville",2.67817288375992,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,160
136,TRUE,TRUE,11,4,7,2,9,2,3,1125,1125,2.3,1125,TRUE,15,36,64,332,77,35,3,4.92,4.82,4.91,4.96,4.97,4.71,4.64,TRUE,3,3,0,0,2.88,3954,"within an hour",1,0.99,TRUE,"Arden",7.73427268599028,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,419
302,TRUE,TRUE,6,3,4,1,365,2,4,1125,1125,2.2,1125,TRUE,11,33,57,326,17,5,1,4.71,4.94,4.65,5,5,4.59,4.65,TRUE,51,51,0,0,0.66,2461,"within an hour",0.99,0.98,TRUE,"Others",4.79101899672417,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,185
302,TRUE,TRUE,5,2,2,1,365,1,30,1125,1125,29.9,1125,TRUE,19,19,29,91,2,2,0,4.5,4.5,4.5,4,5,5,4.5,TRUE,51,51,0,0,0.23,2461,"within an hour",0.99,0.98,TRUE,"Asheville",0.742157683478247,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,105
302,TRUE,TRUE,8,4,4,1,365,2,4,1125,1125,2.9,1125,TRUE,0,0,16,291,11,6,0,4.64,4.45,4.55,4.82,4.45,4.55,4.55,TRUE,51,51,0,0,0.46,2461,"within an hour",0.99,0.98,TRUE,"Asheville",4.44359713875597,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,363
1,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,19,45,63,255,86,33,2,5,5,4.99,5,5,4.98,4.98,FALSE,1,1,0,0,3.32,3289,"within an hour",1,1,TRUE,"Fletcher",12.9948468317249,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,99
1,TRUE,TRUE,2,NA,3,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,4,126,13,4,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,0.53,2780,"within a day",1,0.75,FALSE,"Asheville",4.11482504517429,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,100
1,TRUE,FALSE,4,2,2,2,21,2,2,1125,1125,2,1125,TRUE,1,18,18,24,35,12,1,5,4.97,5,5,5,4.89,4.94,TRUE,1,1,0,0,1.52,2119,"within an hour",1,1,TRUE,"Asheville",3.56562029294568,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,200
17,TRUE,TRUE,8,4,4,2,14,2,3,2,14,2.1,13.5,TRUE,10,32,62,62,14,7,1,5,5,5,5,5,4.93,4.93,FALSE,9,9,0,0,0.71,3707,"within an hour",1,0.99,TRUE,"Asheville",0.517306479258331,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,795
2,TRUE,TRUE,4,2,2,1,29,3,3,29,29,3,29,TRUE,23,53,83,83,217,86,4,4.92,4.93,4.97,4.96,4.92,4.76,4.82,TRUE,2,2,0,0,8.09,809,"within an hour",1,1,TRUE,"Asheville",5.74348524542644,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,349
7,TRUE,FALSE,4,2,2,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,229,10,1,0,4.6,5,5,5,5,4.5,4.7,FALSE,5,5,0,0,0.39,2642,"within an hour",1,0.6,TRUE,"Others",6.32467604884385,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,125
2,TRUE,TRUE,4,1,2,2,31,2,2,1125,1125,2,1125,TRUE,22,52,80,80,147,67,4,4.98,4.98,5,4.97,4.99,4.99,4.88,FALSE,1,1,0,0,5.68,809,"within an hour",1,0.97,TRUE,"Asheville",0.380673499346626,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,258
1,TRUE,TRUE,6,2,3,1,90,1,2,1125,1125,1.4,1125,TRUE,23,35,55,235,70,28,2,4.97,5,5,5,5,4.93,4.94,TRUE,1,1,0,0,2.77,809,"within an hour",1,1,TRUE,"Asheville",5.19502838653377,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,172
10,TRUE,TRUE,12,3,6,1,1125,1,2,1125,1125,1,1125,TRUE,19,33,53,90,116,61,6,4.91,4.94,4.98,4.97,4.98,4.77,4.84,TRUE,1,1,0,0,4.39,1330,"within an hour",1,1,TRUE,"Asheville",4.14246531997506,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,287
2,TRUE,FALSE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,0,8,37,249,52,13,0,5,4.98,4.98,5,5,4.98,4.9,FALSE,2,2,0,0,1.94,2467,"within an hour",1,1,TRUE,"Asheville",2.80163093534621,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,131
1,TRUE,FALSE,4,1,1,2,10,2,2,10,10,2,10,TRUE,29,59,89,89,32,3,0,4.94,4.94,4.94,4.97,4.97,4.97,4.72,FALSE,1,1,0,0,1.21,807,"N/A",NA,0.8,FALSE,"Candler",6.90955913347176,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,125
4,TRUE,TRUE,2,1,1,1,29,1,1,29,29,1,29,TRUE,30,60,90,365,215,76,5,4.78,4.84,4.82,4.93,4.88,4.79,4.76,TRUE,4,4,0,0,8.05,830,"within an hour",1,1,TRUE,"Others",4.90666241756752,"Non-Traditional",TRUE,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93
5,TRUE,FALSE,6,3,4,2,1125,2,2,1125,1125,2,1125,TRUE,5,16,30,95,101,39,3,4.98,4.97,4.93,5,4.92,4.9,4.95,TRUE,2,2,0,0,4.32,3728,"within an hour",1,1,TRUE,"Asheville",4.03185795184612,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,296
1,TRUE,TRUE,6,2,3,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,166,67,28,0,4.94,4.99,4.99,4.99,4.97,4.93,4.9,FALSE,1,1,0,0,2.59,3614,"N/A",NA,1,TRUE,"Asheville",2.38665442045871,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,150
1,TRUE,TRUE,5,3,5,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,1,0,4.33,4.33,4.67,5,5,5,4.33,FALSE,1,1,0,0,0.13,3716,"N/A",NA,0.5,FALSE,"Asheville",4.65816681456066,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,149
302,TRUE,TRUE,6,3,4,1,365,2,4,1125,1125,2.2,1125,TRUE,16,43,73,348,6,1,0,3.5,3.83,4.33,4.67,4.33,3.67,3.33,TRUE,51,51,0,0,0.24,2461,"within an hour",0.99,0.98,TRUE,"Others",4.53820701625991,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,210
3,TRUE,TRUE,2,NA,4,2,14,2,2,1125,1125,2,1125,TRUE,18,48,78,353,47,9,0,4.98,5,5,5,5,5,4.87,TRUE,1,1,0,0,1.81,1872,"within a day",1,1,TRUE,"Asheville",4.89647883982686,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,157
3,TRUE,FALSE,8,3,5,2,14,2,3,14,14,2.4,14,TRUE,9,26,50,185,67,19,1,5,5,4.97,5,5,4.94,4.94,FALSE,2,2,0,0,2.58,1009,"within an hour",1,1,TRUE,"Asheville",4.74607222580611,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,314
4,TRUE,TRUE,2,1,2,1,29,1,1,1125,1125,1,1125,TRUE,29,59,89,364,303,103,8,4.82,4.87,4.86,4.94,4.89,4.85,4.77,TRUE,4,4,0,0,11.43,797,"within an hour",1,1,TRUE,"Others",5.01631238556979,"Non-Traditional",TRUE,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,77
4,TRUE,FALSE,2,2,2,1,365,1,1,365,365,1,365,TRUE,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA,3555,"N/A",NA,1,FALSE,"Others",2.79380456293544,"Entire Place",TRUE,1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,300
1,TRUE,FALSE,3,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,4,4,4,4,70,30,2,4.97,4.93,4.97,4.96,4.96,4.91,4.93,FALSE,1,1,0,0,3.19,2029,"within an hour",1,0.94,TRUE,"Others",3.1626308304458,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95
4,TRUE,TRUE,2,1,1,1,29,1,1,29,29,1,29,TRUE,30,60,90,365,197,55,3,4.86,4.93,4.84,4.94,4.9,4.81,4.77,TRUE,4,4,0,0,7.45,797,"within an hour",1,1,TRUE,"Others",4.93405708111007,"Non-Traditional",TRUE,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,73
2,TRUE,TRUE,2,1,2,2,7,2,2,1125,1125,2,1125,TRUE,20,37,62,148,93,44,4,5,5,5,5,4.98,4.92,4.94,FALSE,1,1,0,0,3.55,3070,"within an hour",1,1,TRUE,"Asheville",1.15930962662531,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,120
4,TRUE,TRUE,2,1,2,1,28,1,1,28,28,1,28,TRUE,28,58,88,363,311,126,8,4.86,4.89,4.95,4.93,4.91,4.73,4.81,TRUE,4,4,0,0,11.78,797,"within an hour",1,1,TRUE,"Others",4.98899015425656,"Non-Traditional",TRUE,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93
138,TRUE,TRUE,4,2,2,1,365,1,2,2,365,1.7,138.8,TRUE,16,37,67,339,37,22,2,4.89,4.84,4.92,4.95,4.97,4.86,4.73,TRUE,113,113,0,0,1.42,1984,"within an hour",1,0.98,TRUE,"Asheville",0.575092870647042,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,295
6,TRUE,TRUE,2,1,1,30,90,30,30,90,90,30,90,TRUE,1,1,2,2,5,3,1,4.6,5,4.8,5,5,4.6,4.6,FALSE,6,6,0,0,0.25,1943,"within an hour",1,0.94,TRUE,"Asheville",3.80319975668552,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,58
1,TRUE,FALSE,4,2,2,2,14,1,2,1125,1125,1.4,1125,TRUE,6,27,57,143,45,10,2,5,5,4.98,4.98,5,5,5,TRUE,1,1,0,0,1.76,889,"within an hour",1,1,TRUE,"Asheville",2.71073460477089,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,144
1,TRUE,TRUE,6,5,6,8,1125,7,10,1125,1125,8.1,1125,TRUE,0,12,26,301,3,3,0,5,5,5,5,5,5,5,TRUE,1,1,0,0,0.34,2144,"N/A",NA,1,FALSE,"Asheville",1.39336029431795,"Entire Place",TRUE,4.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,639
4,TRUE,FALSE,6,3,4,2,7,2,3,1125,1125,2.1,1125,TRUE,4,10,28,263,26,20,1,5,5,5,5,5,4.92,4.96,FALSE,1,1,0,0,1.28,1828,"within an hour",1,1,TRUE,"Arden",8.52765797356277,"Entire Place",TRUE,2.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,235
1,TRUE,TRUE,2,1,1,2,1125,2,2,1125,1125,2,1125,TRUE,6,14,25,166,152,55,2,4.98,4.99,4.99,5,4.99,4.98,4.94,TRUE,1,1,0,0,5.86,3004,"within an hour",1,1,TRUE,"Others",0.764709988171365,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110
1,TRUE,FALSE,6,3,3,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,28,0,0,5,5,5,5,5,5,5,FALSE,1,1,0,0,1.19,2163,"N/A",NA,NA,FALSE,"Arden",10.731605636584,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,115
3,TRUE,TRUE,8,4,5,3,1125,3,3,1125,1125,3,1125,TRUE,18,37,61,229,84,42,3,4.93,4.98,4.96,4.96,4.99,4.82,4.87,FALSE,1,1,0,0,3.4,2696,"within an hour",1,1,TRUE,"Asheville",4.03975217380376,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,280
1,TRUE,TRUE,5,2,2,2,1125,1,2,1125,1125,1.9,1125,TRUE,0,0,0,71,30,0,0,4.83,4.77,4.9,4.87,4.87,4.77,4.83,FALSE,1,1,0,0,1.27,2219,"within a day",0.5,0,FALSE,"Asheville",3.89477134073693,"Non-Traditional",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,119
1165,TRUE,FALSE,4,2,2,2,1125,2,3,1125,1125,2.4,1125,TRUE,18,40,70,345,31,14,1,4,4.06,3.87,4.65,4.45,4.35,3.9,TRUE,18,18,0,0,1.28,2097,"within an hour",0.98,0.99,FALSE,"Asheville",4.2375966597634,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96
4,TRUE,TRUE,3,1,1,2,1125,2,14,1125,1125,12.5,1125,TRUE,28,56,82,357,56,11,1,4.88,4.91,4.98,5,4.96,4.8,4.84,FALSE,4,4,0,0,2.22,2836,"within an hour",1,0.98,TRUE,"Others",9.36345578926561,"Entire Place",TRUE,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,101
3,TRUE,FALSE,9,4,6,3,14,3,4,1125,1125,3.1,1125,TRUE,3,3,3,3,39,16,2,4.97,5,5,5,5,4.87,4.95,FALSE,2,2,0,0,1.55,2239,"within an hour",1,1,TRUE,"Asheville",6.90483800716907,"Entire Place",TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,541
3,TRUE,FALSE,8,3,7,2,28,2,2,1125,1125,2,1125,TRUE,3,5,18,94,93,33,3,4.97,4.9,4.96,4.99,4.96,4.94,4.9,FALSE,1,1,0,0,3.67,1319,"within an hour",1,1,FALSE,"Others",6.71322158384015,"Entire Place",TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,259
